序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,σZ,HRMS,VRMS,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,VDOP,HDOP,截止高度角(°),参考站名称,基站B,基站L,基站H(相位中心),基站距离,基站方位,里程,偏距,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,点校验dB,点校验dL,点校验dH,点校验dN,点校验dE,点校验dZ,测量时长,N坐标差,E坐标差,高差
35,pt34,2625301.0960,566229.1063,121.4758," 23:43:40.38017"," 114:38:58.27567",121.4758,,,,,,,1.8765,0.0073,0.0089,0.0209,0.0115,0.0209,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:14:35.0,2022-09-16 10:14:35.0,2022-09-16 02:14:35.0,2022-09-16 02:14:35.0,,3.0,49,48,1.1769,0.7000,0.5684,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,159.7905," 189:06:04.88076",0.0000,0.0000," 00:07:31",," 00:03:36"," 00:06:36",," 23:43:40.38017"," 114:38:58.27567",121.4758,,,-2436607.3586,5309882.0543,2550770.2985," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
36,pt35,2625296.7927,566228.4309,121.4721," 23:43:40.24040"," 114:38:58.25113",121.4721,,,,,,,1.8765,0.0076,0.0095,0.0212,0.0121,0.0212,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:14:59.0,2022-09-16 10:14:59.0,2022-09-16 02:14:59.0,2022-09-16 02:14:59.0,,3.0,48,46,1.2375,0.7000,0.5836,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,155.4352," 189:06:23.16794",0.0000,0.0000," 00:19:31",," 00:13:48"," -00:13:48",," 23:43:40.24041"," 114:38:58.25113",121.4721,,,-2436607.4472,5309883.9137,2550766.3605," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
37,pt36,2625293.7311,566227.8791,121.4628," 23:43:40.14097"," 114:38:58.23116",121.4628,,,,,,,1.8765,0.0075,0.0092,0.0214,0.0119,0.0214,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:15:35.0,2022-09-16 10:15:35.0,2022-09-16 02:15:35.0,2022-09-16 02:15:35.0,,3.0,48,48,1.1931,0.7000,0.5798,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,152.3253," 189:05:01.45071",0.0000,0.0000," 00:13:12",," 00:13:12"," 00:00:00",," 23:43:40.14098"," 114:38:58.23116",121.4628,,,-2436607.4427,5309885.2607,2550763.5564," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
38,pt37,2625290.4933,566227.3674,121.4719," 23:43:40.03581"," 114:38:58.21257",121.4719,,,,,,,1.8765,0.0073,0.0095,0.0211,0.0120,0.0211,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:15:59.0,2022-09-16 10:15:59.0,2022-09-16 02:15:59.0,2022-09-16 02:15:59.0,,3.0,49,48,1.1741,0.7000,0.5699,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,149.0475," 189:05:09.62132",0.0000,0.0000," 00:02:28",," -00:02:24"," -00:00:36",," 23:43:40.03582"," 114:38:58.21257",121.4719,,,-2436607.5107,5309886.6711,2550760.5982," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
39,pt38,2625287.3937,566226.8559,121.4747," 23:43:39.93514"," 114:38:58.19401",121.4747,,,,,,,1.8765,0.0075,0.0094,0.0217,0.0120,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:16:26.0,2022-09-16 10:16:26.0,2022-09-16 02:16:26.0,2022-09-16 02:16:26.0,,2.0,48,47,1.3434,0.7000,0.6170,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,145.9064," 189:04:47.62550",0.0000,0.0000," 00:14:59",," 00:12:00"," 00:09:00",," 23:43:39.93515"," 114:38:58.19401",121.4747,,,-2436607.5539,5309888.0253,2550757.7640," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
40,pt39,2625284.1986,566226.3039,121.4827," 23:43:39.83138"," 114:38:58.17401",121.4827,,,,,,,1.8765,0.0075,0.0095,0.0210,0.0121,0.0210,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:16:45.0,2022-09-16 10:16:45.0,2022-09-16 02:16:45.0,2022-09-16 02:16:45.0,,3.0,49,48,1.1745,0.7000,0.5787,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,142.6645," 189:03:48.60978",0.0000,0.0000," 00:19:21",," 00:09:36"," 00:16:48",," 23:43:39.83138"," 114:38:58.17401",121.4827,,,-2436607.5778,5309889.4358,2550754.8447," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
41,pt40,2625279.1015,566225.5869,121.4715," 23:43:39.66582"," 114:38:58.14788",121.4715,,,,,,,1.8765,0.0075,0.0095,0.0209,0.0121,0.0209,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:17:06.0,2022-09-16 10:17:06.0,2022-09-16 02:17:06.0,2022-09-16 02:17:06.0,,4.0,47,46,1.2736,0.7000,0.6150,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,137.5190," 189:06:10.88788",0.0000,0.0000," 00:18:41",," 00:13:48"," -00:12:36",," 23:43:39.66582"," 114:38:58.14788",121.4715,,,-2436607.7556,5309891.5980,2550750.1772," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
42,pt41,2625275.0644,566224.8180,121.4583," 23:43:39.53472"," 114:38:58.12008",121.4583,,,,,,,1.8765,0.0074,0.0092,0.0211,0.0118,0.0211,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:17:23.0,2022-09-16 10:17:23.0,2022-09-16 02:17:23.0,2022-09-16 02:17:23.0,,3.0,49,47,1.3145,0.7000,0.6069,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,133.4119," 189:03:04.49394",0.0000,0.0000," 00:17:12",," -00:08:24"," 00:15:00",," 23:43:39.53472"," 114:38:58.12008",121.4583,,,-2436607.7118,5309893.3905,2550746.4794," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
43,pt42,2625271.8800,566224.3389,121.4734," 23:43:39.43129"," 114:38:58.10266",121.4734,,,,,,,1.8765,0.0075,0.0102,0.0209,0.0127,0.0209,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:17:39.0,2022-09-16 10:17:39.0,2022-09-16 02:17:39.0,2022-09-16 02:17:39.0,,3.0,49,47,1.2687,0.7000,0.6065,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,130.1920," 189:03:48.68120",0.0000,0.0000," 00:15:01",," 00:15:00"," -00:00:36",," 23:43:39.43129"," 114:38:58.10266",121.4734,,,-2436607.8031,5309894.7727,2550743.5724," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
44,pt43,2625268.7805,566223.8031,121.4665," 23:43:39.33063"," 114:38:58.08324",121.4665,,,,,,,1.8765,0.0075,0.0099,0.0206,0.0124,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:18:01.0,2022-09-16 10:18:01.0,2022-09-16 02:18:01.0,2022-09-16 02:18:01.0,,3.0,46,45,1.2449,0.7000,0.6033,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,127.0474," 189:02:42.26367",0.0000,0.0000," 00:10:21",," -00:01:48"," 00:10:12",," 23:43:39.33063"," 114:38:58.08324",121.4665,,,-2436607.8203,5309896.1289,2550740.7345," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
45,pt44,2625265.6060,566223.2230,121.4660," 23:43:39.22754"," 114:38:58.06225",121.4660,,,,,,,1.8765,0.0075,0.0093,0.0216,0.0120,0.0216,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:18:17.0,2022-09-16 10:18:17.0,2022-09-16 02:18:17.0,2022-09-16 02:18:17.0,,3.0,49,49,1.2267,0.6000,0.5866,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,123.8218," 189:00:39.35604",0.0000,0.0000," 00:15:50",," -00:14:24"," -00:06:36",," 23:43:39.22754"," 114:38:58.06225",121.4660,,,-2436607.8120,5309897.5364,2550737.8307," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
46,pt45,2625260.4224,566222.4460,121.4257," 23:43:39.05917"," 114:38:58.03398",121.4257,,,,,,,1.8765,0.0076,0.0095,0.0209,0.0121,0.0209,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:18:36.0,2022-09-16 10:18:36.0,2022-09-16 02:18:36.0,2022-09-16 02:18:36.0,,4.0,49,48,1.2691,0.7000,0.6168,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,118.5819," 189:01:56.67881",0.0000,0.0000," 00:19:37",," -00:07:48"," -00:18:00",," 23:43:39.05917"," 114:38:58.03398",121.4257,,,-2436607.9383,5309899.7312,2550733.0725," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
47,pt46,2625256.0687,566221.7028,121.4474," 23:43:38.91778"," 114:38:58.00705",121.4474,,,,,,,1.8765,0.0075,0.0093,0.0215,0.0119,0.0215,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:18:50.0,2022-09-16 10:18:50.0,2022-09-16 02:18:50.0,2022-09-16 02:18:50.0,,4.0,49,48,1.2254,0.6000,0.5872,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,114.1660," 189:00:25.53335",0.0000,0.0000," 00:31:24",," 00:21:36"," -00:22:48",," 23:43:38.91778"," 114:38:58.00705",121.4474,,,-2436607.9832,5309901.6583,2550729.0989," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
48,pt47,2625252.8624,566221.1748,121.4392," 23:43:38.81364"," 114:38:57.98789",121.4392,,,,,,,1.8765,0.0073,0.0098,0.0201,0.0122,0.0201,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:19:04.0,2022-09-16 10:19:04.0,2022-09-16 02:19:04.0,2022-09-16 02:19:04.0,,4.0,49,47,1.2248,0.6000,0.5875,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,110.9173," 188:59:49.19511",0.0000,0.0000," 00:19:47",," 00:19:12"," 00:04:48",," 23:43:38.81365"," 114:38:57.98789",121.4392,,,-2436608.0245,5309903.0495,2550726.1626," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
49,pt48,2625249.7644,566220.6491,121.4420," 23:43:38.71303"," 114:38:57.96883",121.4420,,,,,,,1.8765,0.0075,0.0100,0.0211,0.0125,0.0211,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:19:17.0,2022-09-16 10:19:17.0,2022-09-16 02:19:17.0,2022-09-16 02:19:17.0,,3.0,49,48,1.3127,0.7000,0.6100,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,107.7758," 188:58:42.54605",0.0000,0.0000," 00:17:03",," 00:10:48"," 00:13:12",," 23:43:38.71303"," 114:38:57.96883",121.4420,,,-2436608.0544,5309904.4091,2550723.3299," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
50,pt49,2625246.5478,566220.1281,121.4417," 23:43:38.60856"," 114:38:57.94992",121.4417,,,,,,,1.8765,0.0071,0.0102,0.0195,0.0124,0.0195,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:19:31.0,2022-09-16 10:19:31.0,2022-09-16 02:19:31.0,2022-09-16 02:19:31.0,,3.0,49,46,1.2237,0.7000,0.5880,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,104.5180," 188:58:17.67821",0.0000,0.0000," 00:24:52",," -00:08:24"," 00:23:24",," 23:43:38.60856"," 114:38:57.94992",121.4417,,,-2436608.1068,5309905.8077,2550720.3874," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
51,pt50,2625242.4776,566219.5485,121.4514," 23:43:38.47635"," 114:38:57.92880",121.4514,,,,,,,1.8765,0.0075,0.0097,0.0217,0.0122,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:19:57.0,2022-09-16 10:19:57.0,2022-09-16 02:19:57.0,2022-09-16 02:19:57.0,,3.0,49,47,1.2471,0.7000,0.6096,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,100.4079," 189:00:25.58453",0.0000,0.0000," 00:37:13",," 00:37:12"," 00:01:12",," 23:43:38.47636"," 114:38:57.92880",121.4514,,,-2436608.2495,5309907.5527,2550716.6677," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
52,pt51,2625239.4206,566218.9647,121.4517," 23:43:38.37708"," 114:38:57.90770",121.4517,,,,,,,1.8765,0.0076,0.0100,0.0214,0.0126,0.0214,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:20:23.0,2022-09-16 10:20:23.0,2022-09-16 02:20:23.0,2022-09-16 02:20:23.0,,3.0,48,45,1.3056,0.7000,0.6039,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,97.2980," 188:56:57.75167",0.0000,0.0000," 00:18:03",," -00:06:36"," -00:16:48",," 23:43:38.37708"," 114:38:57.90770",121.4517,,,-2436608.2190,5309908.9193,2550713.8718," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
53,pt52,2625236.3136,566218.4587,121.4484," 23:43:38.27617"," 114:38:57.88933",121.4484,,,,,,,1.8765,0.0077,0.0092,0.0216,0.0120,0.0216,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:22:58.0,2022-09-16 10:22:58.0,2022-09-16 02:22:58.0,2022-09-16 02:22:58.0,,2.0,48,46,1.3702,0.7000,0.6579,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,94.1509," 188:56:21.48007",0.0000,0.0000," 00:31:08",," 00:27:36"," -00:14:24",," 23:43:38.27617"," 114:38:57.88933",121.4484,,,-2436608.2659,5309910.2688,2550711.0284," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
54,pt53,2625233.0822,566217.9290,121.4530," 23:43:38.17122"," 114:38:57.87011",121.4530,,,,,,,1.8765,0.0075,0.0091,0.0217,0.0118,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:23:24.0,2022-09-16 10:23:24.0,2022-09-16 02:23:24.0,2022-09-16 02:23:24.0,,2.0,48,46,1.3840,0.7000,0.6596,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,90.8772," 188:55:33.47644",0.0000,0.0000," 00:27:57",," 00:27:00"," -00:07:12",," 23:43:38.17122"," 114:38:57.87011",121.4530,,,-2436608.3147,5309911.6805,2550708.0743," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
55,pt54,2625230.0119,566217.4392,121.4537," 23:43:38.07150"," 114:38:57.85233",121.4537,,,,,,,1.8765,0.0074,0.0096,0.0217,0.0122,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:23:45.0,2022-09-16 10:23:45.0,2022-09-16 02:23:45.0,2022-09-16 02:23:45.0,,3.0,46,45,1.3702,0.7000,0.6597,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,87.7689," 188:55:15.91053",0.0000,0.0000," 00:14:10",," 00:11:24"," -00:08:24",," 23:43:38.07150"," 114:38:57.85233",121.4537,,,-2436608.3720,5309913.0132,2550705.2660," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
56,pt55,2625225.9015,566216.8141,121.4521," 23:43:37.93800"," 114:38:57.82959",121.4521,,,,,,,1.8765,0.0081,0.0111,0.0223,0.0137,0.0223,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:24:11.0,2022-09-16 10:24:11.0,2022-09-16 02:24:11.0,2022-09-16 02:24:11.0,,3.0,44,43,1.4622,0.8000,0.7106,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,83.6126," 188:56:04.89549",0.0000,0.0000," 00:32:07",," -00:17:24"," 00:27:00",," 23:43:37.93800"," 114:38:57.82959",121.4521,,,-2436608.4755,5309914.7826,2550701.5052," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
57,pt56,2625221.6996,566216.0504,121.4276," 23:43:37.80154"," 114:38:57.80196",121.4276,,,,,,,1.8765,0.0073,0.0091,0.0213,0.0117,0.0213,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:24:30.0,2022-09-16 10:24:30.0,2022-09-16 02:24:30.0,2022-09-16 02:24:30.0,,4.0,47,46,1.3700,0.7000,0.6615,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,79.3451," 188:51:40.24104",0.0000,0.0000," 00:33:11",," 00:21:36"," -00:25:12",," 23:43:37.80154"," 114:38:57.80196",121.4276,,,-2436608.4593,5309916.6240,2550697.6519," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
58,pt57,2625218.6361,566215.5116,121.4280," 23:43:37.70205"," 114:38:57.78244",121.4280,,,,,,,1.8765,0.0072,0.0089,0.0207,0.0114,0.0207,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:24:44.0,2022-09-16 10:24:44.0,2022-09-16 02:24:44.0,2022-09-16 02:24:44.0,,2.0,48,47,1.3700,0.7000,0.6620,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,76.2364," 188:48:56.62289",0.0000,0.0000," 00:26:38",," -00:06:36"," -00:25:48",," 23:43:37.70205"," 114:38:57.78244",121.4280,,,-2436608.4707,5309917.9742,2550694.8500," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
59,pt58,2625215.4924,566215.0483,121.4355," 23:43:37.59994"," 114:38:57.76558",121.4355,,,,,,,1.8765,0.0071,0.0088,0.0206,0.0114,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:25:02.0,2022-09-16 10:25:02.0,2022-09-16 02:25:02.0,2022-09-16 02:25:02.0,,2.0,48,47,1.3012,0.7000,0.6191,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,73.0598," 188:50:04.22833",0.0000,0.0000," 00:07:48",," 00:07:12"," -00:03:00",," 23:43:37.59994"," 114:38:57.76558",121.4355,,,-2436608.5667,5309919.3286,2550691.9771," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
60,pt59,2625212.3274,566214.4839,121.4452," 23:43:37.49715"," 114:38:57.74515",121.4452,,,,,,,1.8765,0.0072,0.0089,0.0206,0.0114,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:25:16.0,2022-09-16 10:25:16.0,2022-09-16 02:25:16.0,2022-09-16 02:25:16.0,,4.0,48,47,1.3006,0.7000,0.6194,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,69.8468," 188:46:32.67733",0.0000,0.0000," 00:36:46",," -00:16:12"," 00:33:00",," 23:43:37.49716"," 114:38:57.74515",121.4452,,,-2436608.5750,5309920.7345,2550689.0860," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
61,pt60,2625208.2919,566213.9044,121.4320," 23:43:37.36608"," 114:38:57.72404",121.4320,,,,,,,1.8765,0.0072,0.0089,0.0206,0.0114,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:25:32.0,2022-09-16 10:25:32.0,2022-09-16 02:25:32.0,2022-09-16 02:25:32.0,,4.0,47,46,1.2999,0.7000,0.6199,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,65.7724," 188:48:47.46224",0.0000,0.0000," 00:05:24",," -00:05:24"," 00:00:00",," 23:43:37.36608"," 114:38:57.72404",121.4320,,,-2436608.7033,5309922.4477,2550685.3889," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
62,pt61,2625204.0836,566213.1219,121.4460," 23:43:37.22941"," 114:38:57.69574",121.4460,,,,,,,1.8765,0.0072,0.0089,0.0207,0.0114,0.0207,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:25:53.0,2022-09-16 10:25:53.0,2022-09-16 02:25:53.0,2022-09-16 02:25:53.0,,3.0,47,45,1.3694,0.7000,0.6647,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,61.4958," 188:41:36.47638",0.0000,0.0000," 00:13:43",," 00:05:24"," -00:12:36",," 23:43:37.22942"," 114:38:57.69574",121.4460,,,-2436608.6857,5309924.3313,2550681.5453," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
63,pt62,2625200.8832,566212.6368,121.4478," 23:43:37.12546"," 114:38:57.67809",121.4478,,,,,,,1.8765,0.0072,0.0088,0.0205,0.0114,0.0205,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:26:12.0,2022-09-16 10:26:12.0,2022-09-16 02:26:12.0,2022-09-16 02:26:12.0,,2.0,47,47,1.2979,0.7000,0.6209,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,58.2606," 188:41:51.13885",0.0000,0.0000," 00:22:12",," 00:07:12"," -00:21:00",," 23:43:37.12547"," 114:38:57.67809",121.4478,,,-2436608.7689,5309925.7109,2550678.6184," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
64,pt63,2625197.7887,566212.1050,121.4474," 23:43:37.02497"," 114:38:57.65882",121.4474,,,,,,,1.8765,0.0072,0.0088,0.0206,0.0114,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:26:34.0,2022-09-16 10:26:34.0,2022-09-16 02:26:34.0,2022-09-16 02:26:34.0,,2.0,48,46,1.3689,0.7000,0.6663,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,55.1234," 188:38:14.87719",0.0000,0.0000," 00:27:40",," -00:06:00"," -00:27:00",," 23:43:37.02497"," 114:38:57.65882",121.4474,,,-2436608.7914,5309927.0689,2550675.7877," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
65,pt64,2625194.6753,566211.6042,121.4463," 23:43:36.92385"," 114:38:57.64064",121.4463,,,,,,,1.8765,0.0072,0.0089,0.0207,0.0115,0.0207,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:26:54.0,2022-09-16 10:26:54.0,2022-09-16 02:26:54.0,2022-09-16 02:26:54.0,,4.0,48,45,1.3686,0.7000,0.6670,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,51.9724," 188:36:25.69569",0.0000,0.0000," 00:17:24",," -00:12:36"," -00:12:00",," 23:43:36.92385"," 114:38:57.64064",121.4463,,,-2436608.8451,5309928.4205,2550672.9392," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
66,pt65,2625191.4863,566211.1312,121.4499," 23:43:36.82027"," 114:38:57.62343",121.4499,,,,,,,1.8765,0.0072,0.0089,0.0206,0.0114,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:27:18.0,2022-09-16 10:27:18.0,2022-09-16 02:27:18.0,2022-09-16 02:27:18.0,,4.0,47,46,1.3683,0.7000,0.6680,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,48.7509," 188:37:06.02942",0.0000,0.0000," 00:27:12",," 00:18:00"," 00:20:24",," 23:43:36.82027"," 114:38:57.62343",121.4499,,,-2436608.9381,5309929.7923,2550670.0233," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
67,pt66,2625188.6510,566210.6045,121.4599," 23:43:36.72819"," 114:38:57.60438",121.4599,,,,,,,1.8765,0.0072,0.0089,0.0206,0.0114,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:27:31.0,2022-09-16 10:27:31.0,2022-09-16 02:27:31.0,2022-09-16 02:27:31.0,,3.0,47,46,1.3680,0.7000,0.6685,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,45.8710," 188:29:54.70005",0.0000,0.0000," 00:39:28",," 00:27:36"," 00:28:12",," 23:43:36.72819"," 114:38:57.60438",121.4599,,,-2436608.9269,5309931.0616,2550667.4340," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
68,pt67,2625185.6861,566210.1144,121.4668," 23:43:36.63190"," 114:38:57.58660",121.4668,,,,,,,1.8765,0.0072,0.0089,0.0206,0.0114,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:27:46.0,2022-09-16 10:27:46.0,2022-09-16 02:27:46.0,2022-09-16 02:27:46.0,,4.0,47,46,1.3678,0.7000,0.6690,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,42.8689," 188:26:10.52572",0.0000,0.0000," 00:33:32",," 00:33:00"," -00:06:00",," 23:43:36.63190"," 114:38:57.58660",121.4668,,,-2436608.9690,5309932.3608,2550664.7246," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
